"PointID" "long" "lat" "elev" "mat" "map" "gsp" "mtcm" "mmin" "mtwm" "mmax" "sday" "fday" "ffp" "dd5" "gsdd5" "d100" "dd0" "mmindd0" "smrpb" "smrsprpb" "sprp" "smrp" "winp"
"258-8" -121.1453 36.4946 327 15.3 333 45 8.2 0.9 23.1 33.8 83 321 237 3797 3194 28 0 176 0.36 0.09 32 3 213
"259-7" -121.4684 37.0812 267 15 433 52 8.2 2.6 21.9 29.8 60 333 272 3688 3307 28 0 87 0.3 0.08 38 3 294
"636-2" -121.4682 37.0807 264 15 430 52 8.3 2.6 21.9 29.8 59 334 276 3691 3319 27 0 86 0.3 0.08 38 3 292
"632-6" -118.9634 35.8365 190 18.3 264 49 8.3 2.8 28.6 37.4 39 340 298 4889 4631 26 0 65 0.29 0.09 35 3 156
"172-3" -118.9646 35.8372 189 18.3 264 49 8.3 2.8 28.6 37.4 39 340 298 4889 4631 26 0 65 0.29 0.09 35 3 156
"670-3" -120.5571 35.5337 342 14.9 490 57 8.5 1.3 21.9 32.3 84 320 233 3642 3009 25 0 150 0.3 0.07 43 3 333
"669-8" -120.7867 35.5492 282 14.5 524 59 9.3 2.6 20.1 29.1 68 332 264 3494 2980 21 0 98 0.28 0.07 45 3 358
"222-11" -120.7753 35.5518 272 14.5 517 59 9.3 2.5 20.2 29.3 66 331 265 3509 3004 21 0 99 0.28 0.07 45 3 352
"228-7" -120.8782 37.3469 22 16.4 277 41 7.3 2.2 25.3 34.8 60 330 264 4207 3845 33 2 93 0.37 0.11 28 3 178
"654-4" -120.96 37.353 22 16.4 275 39 7.3 2.3 25.1 34.4 48 332 279 4194 3910 33 2 90 0.39 0.11 27 3 179
"653-14" -123.3407 39.3862 431 12.9 1295 147 6.7 0.7 20.3 30.7 106 296 181 2989 2289 37 3 225 0.28 0.09 109 10 885
"663-9" -123.3417 39.3839 432 12.9 1295 147 6.7 0.7 20.3 30.7 106 296 181 2989 2289 37 3 225 0.28 0.09 109 10 885
"658-11" -122.0872 39.9129 55 16.9 553 83 7.6 2.3 26.7 35.8 47 332 283 4377 4086 32 1 84 0.36 0.13 52 7 357
"623-2" -122.0914 39.9104 54 16.9 550 82 7.6 2.3 26.7 35.8 47 332 283 4377 4086 32 1 84 0.37 0.14 51 7 355
"626-4" -123.2045 39.1021 174 14.5 976 105 7.9 2 21.9 32.1 79 322 233 3523 2991 30 0 122 0.28 0.09 78 7 677
"548-9" -123.2159 39.0795 215 14.3 1018 111 7.8 1.9 21.5 31.7 89 317 226 3431 2832 30 0 130 0.28 0.09 82 7 704
"546-11" -123.2485 39.7512 435 13.1 1227 143 5.6 -0.5 21.5 33.2 116 287 167 3066 2294 44 11 323 0.32 0.12 101 12 836
"168-16" -123.2482 39.7483 439 13 1231 143 5.6 -0.5 21.5 33.2 117 287 167 3060 2282 44 11 324 0.32 0.12 101 12 838
"166-12" -118.593 34.9751 1638 11.3 436 72 4.3 -0.3 21.1 27.6 121 308 200 2556 2197 69 43 334 0.44 0.19 47 9 278
"530-6" -118.5934 34.9755 1643 11.2 441 73 4.3 -0.3 21 27.6 121 308 201 2548 2191 69 43 336 0.43 0.19 48 9 281
"532-6" -122.378 40.5702 146 16.8 1040 168 7.6 2.6 27.5 36.4 51 334 282 4363 4071 32 1 78 0.38 0.17 107 18 664
"278-14" -122.3485 40.6128 179 16.7 1143 184 7.6 2.6 27.4 36.2 53 334 281 4342 4042 32 1 79 0.36 0.15 119 18 729
"78-3" -120.3878 35.1059 228 14.9 418 54 10.3 3.2 19.7 27.7 56 335 281 3630 3141 19 0 68 0.32 0.08 40 3 274
"77-1" -121.5809 36.3452 1045 12.3 836 102 7.3 1.8 19.5 26.6 101 321 232 2768 2287 32 1 166 0.2 0.06 81 5 559
"248-3" -121.5804 36.3449 1054 12.3 838 103 7.3 1.8 19.5 26.5 103 321 232 2757 2273 33 1 167 0.2 0.06 82 5 560
"251-4" -122.8298 38.6142 47 14.9 966 93 8.3 2.6 21.4 31.5 58 333 270 3663 3282 27 0 87 0.27 0.09 69 6 679
"384-6" -122.83 38.6127 50 14.9 969 93 8.2 2.6 21.4 31.5 58 332 269 3661 3275 28 0 87 0.27 0.09 69 6 681
"216-7" -118.8957 34.8738 980 14.3 327 53 6.6 0.7 24.1 32.4 100 320 228 3476 2973 39 4 201 0.39 0.14 36 5 203
"10-8" -118.8946 34.8745 972 14.3 326 53 6.6 0.7 24.1 32.5 99 319 227 3487 2981 39 4 200 0.39 0.14 36 5 202
"14-1" -120.622 38.0532 452 14.8 731 109 6.6 1 24.4 34.6 78 320 235 3677 3249 38 4 175 0.25 0.09 82 7 458
"126-1" -120.5964 38.0679 396 15 715 108 6.7 1.1 24.6 34.8 81 320 236 3740 3281 37 4 168 0.26 0.09 81 7 446
"401-3" -118.6522 35.0016 1505 11.8 384 65 4.7 0 21.7 28.4 121 310 201 2705 2309 62 33 300 0.44 0.19 42 8 242
"403-4" -122.0838 38.5153 60 16 573 57 7.7 2.3 23.9 34.1 59 333 276 4047 3689 32 1 88 0.3 0.1 41 4 401
"52-2" -122.0779 38.5148 57 16 569 56 7.7 2.4 23.9 34.1 58 333 277 4049 3697 32 1 86 0.27 0.1 41 4 399
"50-12" -120.1788 35.3847 484 15.1 348 49 8 0.8 23.2 33.3 82 318 234 3734 3154 30 0 176 0.36 0.09 35 3 228
"578-4" -120.1747 35.3855 481 15.1 346 49 8 0.8 23.2 33.4 82 318 234 3734 3154 30 0 176 0.36 0.09 35 3 226
"577-12" -120.4227 37.9564 437 14.8 725 107 6.4 0.4 24.6 35 91 314 216 3657 3147 39 5 215 0.23 0.07 82 6 455
"445-1" -120.4228 37.9564 438 14.8 725 107 6.4 0.4 24.6 35 91 314 216 3654 3144 39 5 215 0.23 0.07 82 6 455
"446-9" -121.6059 38.8818 11 16.4 528 63 7.5 2.7 25.2 35.1 41 337 291 4223 3991 32 1 69 0.29 0.09 44 4 354
"245-1" -121.6026 38.8812 12 16.4 529 63 7.5 2.7 25.2 35.1 41 337 291 4223 3991 32 1 69 0.29 0.09 44 4 355
"242-15" -121.5529 36.3806 634 13.6 675 81 8.5 2.3 20.2 28.6 96 326 243 3192 2603 26 0 138 0.21 0.08 64 5 454
"162-3" -121.5529 36.3811 629 13.6 672 81 8.5 2.3 20.2 28.6 89 326 243 3198 2649 26 0 138 0.21 0.08 64 5 451
"157-1" -119.8884 34.9923 613 14.6 285 44 7.8 0.2 23 33.5 104 313 210 3582 2862 31 0 241 0.42 0.1 30 3 182
"316-6" -119.8891 34.9928 626 14.6 286 44 7.8 0.1 23 33.4 99 312 209 3564 2881 31 0 247 0.42 0.1 30 3 183
"516-7" -119.5508 36.4624 86 17.1 255 41 7.3 2.3 26.9 36.4 48 332 282 4457 4172 33 1 84 0.28 0.07 30 2 160
"517-9" -122.0172 39.4552 41 16.5 481 62 7.4 1.9 26 35.5 61 330 265 4251 3881 33 1 98 0.35 0.13 39 5 321
"202-8" -122.0172 39.4555 39 16.5 480 61 7.4 2 26 35.5 60 330 267 4251 3888 33 1 97 0.36 0.13 38 5 321
"203-9" -121.2149 38.6332 50 16.4 528 73 7.6 3.1 25.1 34.7 35 343 303 4221 4036 32 1 56 0.3 0.1 51 5 338
"436-4" -121.2147 38.6333 35 16.5 525 73 7.6 3.1 25.1 34.8 35 343 303 4236 4051 32 1 56 0.3 0.1 51 5 336
"116-11" -122.264 38.3349 27 15.5 621 61 8.2 3 22.3 31.4 53 336 288 3881 3538 28 0 66 0.27 0.09 45 4 434
"115-5" -118.6665 35.0053 1232 13 310 56 5.5 0.2 23.1 30.5 114 313 205 3089 2610 50 15 252 0.47 0.22 36 8 189
"312-4" -118.6669 35.0052 1228 13.1 310 56 5.5 0.2 23.1 30.6 114 314 207 3101 2621 49 14 251 0.47 0.22 36 8 189
"315-2" -119.1619 36.3373 121 16.9 327 54 7.4 2 26.4 36.2 54 329 265 4379 4035 32 1 97 0.26 0.05 40 2 202
"268-4" -119.1709 36.336 119 16.9 326 54 7.4 2 26.4 36.1 54 329 265 4375 4032 32 1 97 0.26 0.05 40 2 201
"563-3" -118.9163 34.1552 332 16.1 500 50 11.7 5.5 21.8 29.2 17 360 358 4048 3906 15 0 18 0.39 0.11 35 4 357
"567-11" -120.5343 35.3517 357 14.6 564 65 9.2 2.1 20.6 29.7 79 327 253 3537 2931 22 0 115 0.27 0.06 50 3 381
"179-2" -120.5398 35.3547 345 14.6 566 65 9.2 2.1 20.5 29.6 78 327 251 3545 2943 22 0 113 0.27 0.06 50 3 383
"184-8" -120.8115 38.7138 542 14.4 909 136 6.5 0.9 23.8 33.4 79 320 237 3540 3130 39 5 178 0.3 0.1 98 10 577
"305-5" -120.8122 38.7087 499 14.6 879 131 6.6 1.1 24 33.6 84 321 235 3607 3161 38 4 165 0.3 0.11 94 10 556
"306-9" -122.2411 37.405 124 13.8 605 72 9.4 4.5 18 24.3 33 351 327 3241 3021 21 0 32 0.22 0.09 55 5 399
"375-6" -122.2436 37.4032 123 13.8 606 72 9.4 4.6 18 24.2 32 352 333 3238 3028 21 0 31 0.22 0.09 55 5 400
"369-6" -120.3727 37.5172 88 16.3 412 62 7 1.7 26 36.1 70 321 250 4172 3709 35 2 120 0.22 0.06 48 3 256
"637-7" -120.3214 37.5251 111 16.2 433 66 7 1.6 26 36.2 74 321 247 4155 3669 35 3 126 0.2 0.06 52 3 269
"640-1" -119.8086 34.5423 281 15.6 529 58 10.5 3.4 21.6 30.1 54 336 285 3887 3405 18 0 64 0.23 0.07 46 3 365
"192-11" -119.8086 34.5409 285 15.6 531 58 10.5 3.3 21.6 30.1 53 336 285 3884 3409 18 0 65 0.23 0.07 46 3 367
"193-4" -119.1539 36.7452 548 16.1 702 114 7.2 2 26.3 34.6 74 325 246 4112 3664 34 1 105 0.23 0.03 87 3 442
"450-11" -119.1436 36.7426 563 16 709 114 7.2 2 26.3 34.6 75 325 246 4104 3650 34 1 107 0.23 0.03 87 3 448
"447-8" -122.5903 38.0861 43 14.2 831 82 9.1 4.3 18.5 27.2 32 348 315 3377 3160 22 0 32 0.24 0.08 60 5 581
"621-7" -122.5795 38.1075 8 14.3 790 77 9.1 4.3 18.8 27.4 30 348 315 3441 3230 22 0 32 0.24 0.09 57 5 552
"362-3" -123.2542 38.6203 328 12.4 1484 161 8 2.8 17.6 26.6 86 327 241 2758 2252 29 0 99 0.27 0.1 119 12 1038
"364-10" -122.422 38.8717 645 13.5 954 102 6.1 0.4 22.6 32.7 104 309 204 3226 2697 43 8 238 0.28 0.1 73 7 663
"397-11" -122.4226 38.8696 638 13.5 949 102 6.1 0.4 22.6 32.7 104 309 204 3234 2701 43 8 237 0.28 0.1 73 7 659
"396-12" -122.6033 38.7604 332 14.4 973 98 6.7 0.6 22.9 33.7 95 313 217 3512 2942 37 3 202 0.26 0.08 73 6 685
"89-10" -122.6038 38.7606 332 14.4 973 98 6.7 0.6 22.9 33.7 95 313 217 3512 2942 37 3 202 0.26 0.08 73 6 685
"380-10" -121.785 39.712 83 16.6 702 97 7.3 2.2 26.3 35.3 45 333 284 4279 4018 33 1 86 0.33 0.11 64 7 458
"377-14" -121.903 39.1872 7 16.5 444 53 7.4 2.1 25.7 35.5 53 332 274 4247 3932 33 1 90 0.32 0.09 34 3 300
"325-4" -121.8993 39.1872 3 16.5 444 53 7.4 2.1 25.7 35.5 51 332 274 4247 3942 33 1 90 0.32 0.09 34 3 300
"320-5" -123.4841 39.6517 509 12.3 1496 179 6 0.5 19.8 29.9 121 288 162 2767 2010 42 8 259 0.31 0.12 129 15 1009
"289-3" -123.5242 39.746 457 12.4 1550 187 6.1 0.7 20 30.1 115 289 168 2819 2086 42 7 237 0.32 0.12 133 16 1044
"285-3" -120.6932 35.7784 201 15.3 347 43 8.5 1.3 22.5 33.4 84 320 233 3801 3145 25 0 142 0.34 0.1 31 3 234
"507-5" -120.6863 35.7842 227 15.3 354 44 8.4 1.2 22.6 33.7 85 319 231 3790 3132 26 0 149 0.38 0.1 31 3 239
"506-14" -121.1503 36.4901 311 15.3 330 44 8.2 1 23 33.5 84 321 235 3794 3182 28 0 172 0.33 0.09 32 3 212
"257-7" -121.1474 36.4927 322 15.3 333 45 8.2 0.9 23.1 33.7 83 321 237 3797 3194 28 0 176 0.36 0.09 32 3 213
"260-9" -121.4679 37.0803 266 15 431 52 8.2 2.6 21.9 29.8 60 333 272 3688 3307 28 0 87 0.3 0.08 38 3 292
"635-7" -121.4697 37.0824 273 15 434 52 8.2 2.6 21.9 29.8 60 333 272 3685 3307 28 0 87 0.3 0.08 38 3 295
"634-5" -118.9673 35.8376 188 18.3 264 49 8.3 2.8 28.6 37.4 39 340 298 4889 4631 26 0 65 0.29 0.09 35 3 156
"176-1" -118.9677 35.8379 187 18.3 263 49 8.3 2.8 28.6 37.4 39 340 298 4889 4631 26 0 65 0.29 0.09 35 3 155
"665-13" -120.5198 35.5314 333 15 470 56 8.5 1.3 22.1 32.6 84 319 231 3697 3052 25 0 149 0.3 0.07 42 3 319
"668-2" -120.7917 35.5502 253 14.5 511 58 9.4 2.7 20 28.9 70 331 257 3494 2958 22 0 92 0.29 0.07 44 3 348
"229-14" -120.7781 35.5515 283 14.5 522 59 9.3 2.5 20.2 29.3 70 332 264 3500 2977 21 0 101 0.28 0.07 45 3 356
"225-2" -120.9596 37.3515 17 16.4 273 38 7.3 2.3 25.1 34.4 48 332 278 4194 3910 33 2 89 0.36 0.11 27 3 178
"651-14" -120.9617 37.3517 18 16.4 273 38 7.3 2.3 25.1 34.4 48 332 278 4194 3910 33 2 89 0.36 0.11 27 3 178
"652-1" -123.3469 39.4114 416 13 1301 147 6.7 0.7 20.4 30.8 106 296 181 3002 2298 37 3 225 0.28 0.09 109 10 890
"659-4" -123.3417 39.384 434 12.9 1296 147 6.7 0.7 20.3 30.6 106 296 181 2984 2285 37 3 225 0.28 0.09 109 10 885
"660-3" -122.091 39.9108 55 16.9 552 83 7.6 2.3 26.7 35.8 47 332 283 4377 4086 32 1 84 0.36 0.13 52 7 356
"630-1" -122.0912 39.9111 55 16.9 551 82 7.6 2.3 26.7 35.8 47 332 283 4377 4086 32 1 84 0.37 0.14 51 7 356
"628-7" -123.2078 39.0984 181 14.5 983 106 7.9 2 21.8 32 80 321 233 3511 2971 30 0 123 0.29 0.09 78 7 682
"551-3" -123.213 39.0947 192 14.4 993 107 7.9 1.9 21.7 31.9 81 320 229 3487 2938 30 0 126 0.29 0.09 79 7 689
"547-2" -123.2391 39.7586 427 13.1 1212 140 5.6 -0.5 21.6 33.3 114 288 167 3082 2326 44 11 323 0.32 0.12 99 12 827
"171-1" -123.2484 39.7483 438 13 1231 143 5.6 -0.5 21.5 33.2 117 287 167 3060 2282 44 11 324 0.32 0.12 101 12 838
"169-5" -118.5924 34.9747 1631 11.3 435 71 4.3 -0.3 21.1 27.6 121 308 200 2567 2204 69 42 331 0.45 0.2 46 9 278
"531-6" -118.5928 34.975 1636 11.3 436 72 4.3 -0.3 21.1 27.6 121 308 200 2562 2200 69 42 334 0.44 0.19 47 9 278
"536-1" -122.3792 40.5706 146 16.8 1040 168 7.6 2.6 27.5 36.4 51 334 282 4363 4071 32 1 78 0.38 0.17 107 18 664
"279-15" -122.3462 40.6114 175 16.7 1134 182 7.6 2.6 27.4 36.2 53 334 281 4342 4042 32 1 79 0.37 0.15 117 18 724
"83-7" -120.3998 35.1126 244 14.8 431 55 10.2 3.1 19.7 27.7 58 334 279 3606 3108 19 0 71 0.31 0.07 41 3 283
"84-4" -121.5724 36.3127 1492 10.6 980 129 5.2 0.7 18 23.8 127 313 201 2240 1795 46 18 244 0.21 0.06 102 6 646
"247-3" -121.5721 36.3125 1492 10.6 980 129 5.2 0.7 18 23.8 127 313 201 2240 1795 46 18 244 0.21 0.06 102 6 646
"250-14" -122.828 38.6136 67 14.9 983 96 8.2 2.5 21.4 31.5 61 332 266 3646 3246 28 0 92 0.26 0.08 71 6 690
"389-12" -122.8256 38.6199 62 14.9 974 94 8.2 2.5 21.4 31.6 60 332 266 3661 3268 28 0 91 0.27 0.09 70 6 685
"386-9" -122.9481 39.245 441 13.8 913 100 6.4 -0.1 22.7 33.6 105 301 190 3327 2672 39 5 269 0.27 0.09 74 7 629
"214-7" -122.9507 39.2536 444 13.8 916 101 6.4 -0.2 22.6 33.6 107 299 190 3315 2626 39 5 272 0.28 0.09 74 7 631
"221-7" -118.8929 34.8746 973 14.3 326 53 6.6 0.7 24.1 32.5 101 319 227 3487 2968 39 4 201 0.39 0.14 36 5 202
"15-12" -118.8938 34.8741 973 14.3 326 53 6.6 0.7 24.1 32.5 101 319 227 3487 2968 39 4 201 0.39 0.14 36 5 202
"13-8" -120.5638 38.0854 477 14.7 777 117 6.5 0.8 24.4 34.5 80 320 237 3640 3214 38 5 188 0.26 0.09 88 8 487
"125-11" -120.623 38.051 448 14.9 729 109 6.6 1 24.5 34.6 78 320 235 3685 3256 38 4 175 0.25 0.09 82 7 457
"405-2" -118.6518 35.0014 1513 11.7 388 66 4.6 -0.1 21.6 28.4 120 310 201 2687 2297 63 33 305 0.43 0.19 43 8 244
"407-12" -122.0781 38.5145 55 16 567 56 7.7 2.4 23.9 34.1 58 333 277 4049 3697 32 1 86 0.27 0.1 41 4 397
"47-7" -122.0775 38.5145 55 16 566 56 7.7 2.4 23.9 34.1 58 333 277 4049 3697 32 1 86 0.27 0.1 41 4 397
"51-2" -120.1694 35.3884 479 15.1 341 49 8 0.8 23.3 33.4 83 318 234 3746 3158 30 0 175 0.36 0.09 35 3 222
"584-1" -120.1755 35.3852 480 15.1 346 49 8 0.8 23.2 33.4 83 318 234 3737 3149 30 0 175 0.36 0.09 35 3 226
"582-7" -120.404 38.0113 638 14 865 127 6 -0.1 23.7 34 108 310 203 3390 2816 42 8 271 0.23 0.07 96 7 547
"440-6" -120.3836 37.9943 586 14.2 830 122 6.1 -0.1 23.9 34.4 107 311 206 3448 2867 41 7 264 0.23 0.08 93 7 524
"439-2" -121.5945 38.8865 9 16.4 532 64 7.5 2.7 25.2 35.1 41 337 291 4225 3994 32 1 69 0.28 0.09 45 4 355
"241-3" -121.5947 38.8867 11 16.4 534 65 7.5 2.7 25.2 35.1 41 337 291 4225 3994 32 1 69 0.27 0.09 46 4 356
"239-6" -121.5529 36.3854 519 13.8 629 76 8.8 2.3 20.1 28.5 83 327 248 3270 2717 24 0 127 0.21 0.08 60 5 422
"161-10" -121.5495 36.3878 541 13.8 633 76 8.7 2.3 20.2 28.6 83 326 246 3264 2713 25 0 130 0.21 0.08 60 5 425
"163-1" -119.8884 34.9918 618 14.6 285 44 7.8 0.2 23 33.5 100 312 209 3579 2885 31 0 244 0.42 0.1 30 3 182
"318-3" -119.8877 34.9913 613 14.6 285 44 7.8 0.2 23 33.5 104 313 210 3582 2862 31 0 241 0.42 0.1 30 3 182
"515-7" -119.5388 36.4916 90 17.1 263 42 7.3 2.3 26.9 36.4 48 332 281 4451 4166 33 1 85 0.27 0.06 31 2 164
"521-10" -122.02 39.3768 34 16.5 452 56 7.3 1.9 25.9 35.5 62 329 262 4240 3858 33 1 100 0.33 0.11 35 4 304
"201-15" -121.9923 39.4627 32 16.6 489 62 7.4 2 26.1 35.5 58 330 268 4269 3917 33 1 95 0.35 0.13 39 5 326
"204-15" -121.2156 38.6338 48 16.4 528 73 7.6 3.1 25.1 34.7 35 343 303 4221 4036 32 1 56 0.3 0.1 51 5 338
"438-4" -121.2145 38.6334 45 16.4 527 73 7.6 3.1 25.1 34.7 35 343 303 4223 4038 32 1 56 0.3 0.1 51 5 338
"117-5" -122.2648 38.334 26 15.5 621 61 8.2 3 22.2 31.4 50 336 288 3878 3553 28 0 66 0.27 0.09 45 4 434
"119-5" -118.6661 35.0056 1236 13 310 56 5.5 0.2 23 30.5 115 313 205 3083 2601 50 15 254 0.47 0.22 36 8 189
"311-3" -118.6654 35.0055 1242 13 312 56 5.5 0.2 23 30.4 114 313 205 3071 2597 50 16 254 0.47 0.22 36 8 190
"314-9" -119.1704 36.3376 119 16.9 326 54 7.4 2 26.4 36.1 54 329 265 4375 4032 32 1 97 0.26 0.05 40 2 201
"263-4" -119.1697 36.3378 121 16.9 326 54 7.4 2 26.4 36.1 54 329 265 4375 4032 32 1 97 0.26 0.05 40 2 201
"561-6" -118.9005 34.1432 307 16.1 490 49 11.9 5.7 21.7 29 15 362 362 4074 3956 14 0 16 0.36 0.11 35 4 349
"180-10" -120.8117 38.7142 546 14.4 912 136 6.5 0.9 23.8 33.4 79 320 237 3540 3130 39 5 178 0.3 0.1 98 10 578
"302-3" -120.8112 38.7136 539 14.5 906 136 6.5 0.9 23.9 33.4 80 320 237 3546 3129 39 4 177 0.3 0.1 98 10 574
"304-7" -122.2397 37.4056 115 13.8 599 71 9.4 4.6 18 24.3 26 353 337 3247 3070 21 0 30 0.22 0.09 54 5 395
"373-13" -122.2412 37.4038 125 13.8 606 72 9.4 4.5 18 24.2 33 351 327 3241 3021 21 0 32 0.22 0.09 55 5 400
"372-5" -120.3608 37.5168 91 16.3 414 63 7 1.7 26 36.1 71 321 250 4172 3704 35 2 121 0.21 0.06 49 3 257
"641-11" -120.3608 37.5167 91 16.3 414 63 7 1.7 26 36.1 71 321 250 4172 3704 35 2 121 0.21 0.06 49 3 257
"642-14" -119.8079 34.5408 286 15.6 532 58 10.5 3.3 21.6 30.1 53 336 285 3884 3409 18 0 65 0.23 0.07 46 3 368
"191-9" -119.8075 34.5417 289 15.6 533 58 10.5 3.3 21.6 30.1 54 336 285 3884 3402 18 0 66 0.23 0.07 46 3 369
"195-4" -119.1585 36.7455 530 16.1 692 113 7.3 2.1 26.4 34.7 67 326 253 4142 3736 34 1 103 0.23 0.03 86 3 435
"619-11" -119.1427 36.7423 558 16.1 705 114 7.2 2 26.3 34.6 75 325 246 4112 3658 34 1 106 0.23 0.03 87 3 445
"620-5" -123.2608 38.6187 285 12.5 1437 156 8.2 2.9 17.5 26.6 86 327 243 2784 2258 28 0 92 0.27 0.1 115 12 1003
"618-6" -123.2606 38.6184 289 12.5 1440 156 8.2 2.9 17.5 26.5 86 326 242 2784 2253 28 0 93 0.27 0.1 115 12 1006
"365-11" -123.261 38.6187 284 12.5 1434 155 8.2 2.9 17.5 26.5 86 327 243 2784 2258 28 0 92 0.27 0.11 114 12 1001
"360-2" -122.4229 38.87 638 13.5 949 102 6.1 0.4 22.6 32.7 104 309 204 3234 2701 43 8 237 0.28 0.1 73 7 659
"399-11" -122.4249 38.8735 620 13.6 936 100 6.1 0.3 22.7 32.8 105 309 204 3255 2711 43 8 238 0.28 0.1 72 7 651
"394-8" -122.6047 38.7591 334 14.4 975 98 6.7 0.6 22.9 33.7 96 313 217 3506 2929 37 3 202 0.26 0.08 73 6 687
"88-5" -122.6043 38.7604 332 14.4 973 98 6.7 0.6 22.9 33.7 95 313 217 3512 2942 37 3 202 0.26 0.08 73 6 685
"86-7" -121.7843 39.712 76 16.6 699 97 7.3 2.2 26.3 35.4 45 333 285 4285 4024 33 1 85 0.33 0.11 64 7 455
"376-4" -121.7839 39.7118 81 16.6 701 97 7.3 2.2 26.3 35.3 45 333 284 4282 4021 33 1 86 0.33 0.11 64 7 457
"378-4" -121.8987 39.187 1 16.5 444 53 7.4 2.1 25.7 35.5 51 332 274 4252 3946 33 1 90 0.32 0.09 34 3 300
"322-8" -121.8995 39.1872 9 16.5 448 53 7.4 2.1 25.7 35.5 53 332 274 4247 3932 33 1 90 0.32 0.09 34 3 303
"319-13" -123.4773 39.6659 509 12.3 1492 179 6 0.4 19.8 30.1 121 288 161 2778 2022 43 8 263 0.31 0.12 129 15 1006
"282-6" -123.4882 39.6885 493 12.3 1505 182 6 0.5 19.9 30.1 121 290 164 2795 2047 42 8 257 0.32 0.12 130 16 1014
"286-10" -120.693 35.7783 224 15.2 356 44 8.4 1.2 22.5 33.6 85 319 231 3781 3123 26 0 149 0.38 0.1 31 3 241
"501-6" -120.672 35.8085 289 15.2 366 46 8.1 0.9 23 34.3 86 316 228 3781 3130 28 0 170 0.35 0.09 33 3 248
"502-11" -121.1457 36.494 325 15.3 333 45 8.2 0.9 23.1 33.7 83 321 237 3797 3194 28 0 176 0.36 0.09 32 3 213
"255-2" -121.1468 36.4929 323 15.3 333 45 8.2 0.9 23.1 33.7 83 321 237 3797 3194 28 0 176 0.36 0.09 32 3 213
"256-9" -121.467 37.0787 263 15 429 52 8.3 2.6 21.9 29.8 59 334 276 3691 3319 27 0 86 0.3 0.08 38 3 291
"177-6" -121.4669 37.0787 264 15 430 52 8.3 2.6 21.9 29.8 59 334 276 3691 3319 27 0 86 0.3 0.08 38 3 292
"175-2" -120.5195 35.5308 334 15 470 56 8.5 1.3 22.1 32.6 84 319 231 3697 3052 25 0 149 0.3 0.07 42 3 319
"173-13" -120.523 35.5337 332 15 470 56 8.5 1.3 22.1 32.6 84 319 231 3697 3052 25 0 149 0.3 0.07 42 3 319
"671-12" -120.5243 35.5347 332 15 470 56 8.5 1.3 22.1 32.6 84 319 231 3697 3052 25 0 149 0.3 0.07 42 3 319
"666-9" -120.7866 35.549 281 14.5 524 59 9.3 2.6 20.1 29.1 69 331 262 3494 2967 21 0 97 0.28 0.07 45 3 358
"224-15" -120.7788 35.552 284 14.5 522 59 9.3 2.5 20.2 29.3 70 332 264 3500 2977 21 0 101 0.28 0.07 45 3 356
"337-5" -120.9475 37.3464 17 16.4 273 38 7.3 2.3 25.1 34.5 48 332 279 4200 3916 33 2 90 0.36 0.11 27 3 178
"144-1" -119.3683 36.9722 588 15.8 669 106 7.1 1.7 26.3 34.6 80 325 246 4036 3574 35 1 123 0.2 0.04 82 3 421
"655-4" -121.4312 38.2624 7 16.2 435 53 7.5 3 24.4 34.3 37 341 302 4142 3945 32 1 62 0.26 0.1 39 4 291
"661-1" -123.3429 39.3829 431 12.9 1295 147 6.7 0.7 20.3 30.6 106 296 181 2986 2286 37 3 225 0.28 0.09 109 10 885
"662-5" -122.0899 39.9108 57 16.9 553 83 7.6 2.3 26.7 35.8 47 332 283 4377 4086 32 1 84 0.36 0.13 52 7 357
"624-6" -122.0891 39.9104 61 16.8 553 83 7.6 2.3 26.7 35.8 48 332 283 4362 4067 32 1 84 0.36 0.13 52 7 357
"627-5" -123.2073 39.1007 184 14.5 984 106 7.9 1.9 21.8 32.1 82 321 230 3511 2959 30 0 126 0.29 0.09 78 7 682
"552-14" -123.2197 39.0924 196 14.3 1000 108 7.9 1.9 21.6 31.8 83 320 228 3463 2904 30 0 127 0.29 0.09 80 7 693
"550-1" -123.2359 39.7585 425 13.1 1208 140 5.6 -0.5 21.6 33.3 114 288 168 3091 2334 44 11 323 0.32 0.12 99 12 823
"170-3" -123.2407 39.7586 428 13.1 1216 141 5.6 -0.5 21.6 33.3 114 288 167 3082 2326 44 11 323 0.32 0.12 100 12 828
"20-10" -118.5925 34.9751 1637 11.3 436 72 4.3 -0.3 21.1 27.6 121 308 200 2556 2197 69 43 334 0.44 0.19 47 9 278
"533-5" -118.6674 35.2566 592 17 266 51 7.8 1.2 27.5 36.2 71 325 250 4444 3949 30 0 130 0.38 0.14 35 5 153
"535-5" -122.3483 40.6129 178 16.7 1143 184 7.6 2.6 27.4 36.2 53 334 281 4342 4042 32 1 79 0.36 0.15 119 18 729
"280-15" -122.3462 40.611 176 16.7 1134 182 7.6 2.6 27.4 36.2 53 334 281 4342 4042 32 1 79 0.37 0.15 117 18 724
"80-9" -120.4009 35.1122 253 14.8 435 55 10.2 3.1 19.7 27.7 58 333 275 3595 3091 19 0 71 0.31 0.07 41 3 286
"79-7" -121.5812 36.3437 1072 12.2 844 105 7.2 1.7 19.5 26.4 106 320 229 2736 2242 33 1 169 0.21 0.06 83 5 563
